Id,ExecTime,l2Miss,tlbMiss
8,4329243,9875,31
9,6458784,683,11
0,4014946,470,9
1,4038919,521,16
2,3614217,454,19
3,3662135,112,5
4,6449730,950,29
5,4542513,1025,19
6,3859729,4830,8
7,4925270,133,5
8,4329324,9875,31
9,6458676,709,11
0,4015216,465,9
1,4036298,509,16
2,3614324,460,19
3,3662405,115,4
4,6448514,947,29
5,4542162,1018,19
6,3859865,4831,8
7,4925757,134,5
8,4328973,9877,31
9,6458784,677,11
0,4014838,465,9
1,4033379,510,16
2,3614513,462,19
3,3662378,113,5
4,6448081,944,29
5,4543135,1032,19
6,3860190,4827,8
7,4925405,117,5
8,4329108,9881,31
9,6458648,685,11
0,4023189,559,9
1,4040568,554,16
2,3616487,512,19
3,3662541,127,4
4,6451837,972,29
5,4545622,1075,19
6,3860081,4832,8
7,4925135,137,5
8,4328433,9884,31
9,6460243,911,11
0,4019378,541,9
1,4037540,525,16
2,3615324,471,19
3,3662730,116,4
4,6450729,954,29
5,4543567,1032,19
6,3859784,4831,8
7,4925541,130,5
8,4328892,9878,31
9,6458513,655,11
0,4015513,485,9
1,4035243,512,16
2,3615325,473,19
3,3662757,117,4
4,6450405,960,29
5,4541568,1022,19
6,3859513,4825,8
7,4925648,133,5
8,4329108,9880,31
9,6457000,624,11
0,4013568,458,9
1,4039135,507,16
2,3615000,467,19
3,3662433,112,4
4,6449433,948,29
5,4543270,1019,19
6,3860054,4828,8
7,4925460,114,5
8,4328567,9873,31
9,6457081,658,11
0,4014270,458,9
1,4035946,507,16
2,3614783,468,19
3,3664567,112,4
4,6448621,944,29
5,4543946,1033,19
6,3859567,4828,8
7,4925568,131,5
8,4328676,9879,31
9,6457946,617,11
0,4014162,461,9
1,4038865,510,16
2,3614784,466,19
3,3664594,112,4
4,6449325,948,29
5,4543865,1027,19
6,3859513,4830,8
7,4925487,130,5
8,4328784,9879,31
9,6458081,625,11
0,4014298,458,9
1,4037054,515,16
2,3614621,462,19
3,3662324,110,4
4,6448838,955,29
5,4543189,1031,19
6,3860108,4831,8
7,4925351,115,5
8,4328946,9879,31
9,6458108,586,11
0,4013811,462,9
1,4035811,512,16
2,3614730,462,19
3,3662324,117,4
4,6449622,945,29
5,4543108,1019,19
6,3859865,4830,8
7,4925433,115,5
8,4329081,9875,31
9,6457946,608,11
0,4022703,575,9
1,4040649,561,16
2,3616621,513,19
3,3663244,127,4
4,6452351,975,29
5,4546919,1086,19
6,3859784,4854,8
7,4925675,125,5
8,4329027,9886,31
9,6460865,956,11
0,4020594,548,9
1,4041540,535,16
2,3614946,471,19
3,3662622,117,5
4,6449567,955,29
5,4544757,1045,19
6,3860432,4848,8
7,4925243,117,5
8,4329000,9881,31
9,6456919,712,11
0,4015487,477,9
1,4040379,523,16
2,3614621,465,19
3,3664649,113,4
4,6450379,950,29
5,4544135,1030,19
6,3860027,4846,8
7,4925162,133,5
8,4329054,9880,31
9,6458784,651,11
0,4015675,476,9
1,4038432,527,16
2,3614568,469,19
3,3662324,114,4
4,6449459,953,29
5,4543540,1034,19
6,3859946,4833,8
7,4925027,116,5
8,4328811,9878,31
9,6456946,636,11
0,4015676,480,9
1,4039027,521,16
2,3613838,457,19
3,3662324,111,4
4,6449568,953,29
5,4541649,1023,19
6,3859622,4822,8
7,4925595,115,5
8,4329217,9883,31
9,6457136,653,11
0,4015622,479,9
1,4033243,522,16
2,3614028,461,19
3,3662324,115,4
4,6449567,950,29
5,4541243,1018,19
6,3859135,4823,8
7,4925703,135,5
8,4329189,9884,31
9,6457432,654,11
0,4014459,465,9
1,4038946,515,16
2,3614324,459,19
3,3662135,110,4
4,6447595,945,29
5,4541379,1017,19
6,3859810,4827,8
7,4925243,129,5
8,4328756,9881,31
9,6456865,638,11
0,4015811,473,9
1,4044838,515,16
2,3614541,463,19
3,3662351,108,5
4,6451432,957,29
5,4541162,1025,19
6,3859244,4835,8
7,4925297,127,5
8,4329000,9880,31
9,6456648,674,11
0,4022136,555,9
1,4047567,553,16
2,3665864,510,19
3,3658487,120,4
4,6452567,976,29
5,4544730,1071,19
6,3859567,4837,8
7,4925595,138,5
8,4329027,9886,31
9,6460676,960,11
0,4021136,539,9
1,4031783,534,16
2,3614892,478,19
3,3662406,111,5
4,6451351,962,29
5,4545568,1048,19
6,3859703,4833,8
7,4925000,114,5
8,4328864,9879,31
9,6459054,738,11
0,4015892,484,9
1,4036892,519,16
2,3614081,462,19
3,3662216,111,4
4,6450135,951,29
5,4542324,1031,19
6,3860027,4825,8
7,4925189,116,5
8,4329162,9879,31
9,6457352,678,11
0,4015216,461,9
1,4033622,520,16
2,3614459,465,19
3,3662027,108,4
4,6450108,950,29
5,4541919,1026,19
6,3859973,4825,8
7,4924919,114,5
8,4328973,9880,31
9,6457459,680,11
0,4015838,471,9
1,4034649,516,16
2,3664595,465,19
3,3661865,107,5
4,6450433,944,29
5,4543757,1031,19
6,3859162,4842,8
7,4925568,132,5
8,4329216,9880,31
9,6457081,695,11
0,4015324,467,9
1,4038973,516,16
2,3614433,463,19
3,3664432,110,4
4,6448838,954,29
5,4542108,1030,19
6,3860324,4846,8
7,4925514,131,5
8,4328918,9879,31
9,6457513,727,11
0,4016027,478,9
1,4038892,511,16
2,3614243,464,19
3,3662163,114,5
4,6451514,955,29
5,4543081,1028,19
6,3859946,4848,8
7,4925108,115,5
8,4329162,9875,31
9,6457216,676,11
0,4014864,465,9
1,4038460,515,16
2,3614648,465,19
3,3664514,109,4
4,6449406,949,29
5,4542595,1024,19
6,3859514,4845,8
7,4925162,130,5
8,4328811,9876,31
9,6457270,675,11
0,4023919,575,9
1,4047838,558,16
2,3616513,508,19
3,3662648,121,4
4,6451892,976,29
5,4547730,1089,19
6,3859675,4838,8
7,4925054,135,5
8,4329297,9887,31
9,6460621,953,11
0,4020298,547,9
1,4042973,509,16
2,3615162,479,19
3,3662000,109,4
4,6450837,963,29
5,4543648,1032,19
6,3859540,4831,8
7,4925108,114,5
8,4328838,9877,31
9,6458648,693,11
0,4015351,474,9
1,4043540,512,16
2,3615270,465,19
3,3662243,105,5
4,6450216,950,29
5,4541622,1023,19
6,3859676,4828,8
7,4925054,110,5
8,4329081,9879,31
9,6456594,657,11
0,4015378,472,9
1,4034811,509,17
2,3614703,460,19
3,3661919,111,4
4,6448756,959,29
5,4544973,1038,19
6,3859406,4823,8
7,4925190,131,5
8,4329432,9879,31
9,6456568,672,11
0,4014648,460,9
1,4043432,511,16
2,3615135,470,19
3,3662702,115,5
4,6450054,959,29
5,4543243,1025,19
6,3859676,4834,8
7,4925189,131,5
8,4329379,9885,31
9,6456811,629,11
0,4013568,461,9
1,4030730,513,16
2,3614594,462,19
3,3662243,113,5
4,6450162,951,29
5,4545135,1048,19
6,3859783,4825,8
7,4925244,115,5
8,4328973,9881,31
9,6456946,632,11
0,4014703,468,9
1,4043541,515,16
2,3614243,462,19
3,3664811,114,4
4,6447405,947,29
5,4544054,1036,19
6,3859324,4833,8
7,4925135,131,5
8,4328810,9883,31
9,6456918,683,11
0,4013756,460,9
1,4037217,507,16
2,3615297,465,19
3,3662351,112,5
4,6447189,945,29
5,4543405,1039,19
6,3859324,4828,8
7,4925325,115,5
8,4328811,9877,31
9,6456946,682,11
0,4021081,554,9
1,4047325,548,16
2,3616892,507,19
3,3662757,127,4
4,6453297,974,29
5,4548865,1114,19
6,3859865,4837,8
7,4925649,123,5
8,4329135,9880,31
9,6460460,939,11
0,4020675,536,9
1,4036352,523,16
2,3614810,470,19
3,3662378,114,4
4,6449649,954,29
5,4544838,1048,19
6,3860108,4832,8
7,4925190,118,5
8,4328811,9874,31
9,6457378,671,11
0,4015919,485,9
1,4033136,518,16
2,3614730,469,19
3,3662217,112,4
4,6448783,959,29
5,4542540,1024,19
6,3860973,4831,8
7,4925567,120,5
8,4329081,9876,31
9,6457351,704,11
0,4014783,464,9
1,4031433,516,16
2,3614730,470,19
3,3662162,111,4
4,6449676,954,29
5,4543703,1034,19
6,3859594,4828,8
7,4925297,118,5
8,4329081,9879,31
9,6457108,666,11
0,4015621,467,9
1,4032108,512,16
2,3614487,461,19
3,3662567,112,5
4,6450838,959,29
5,4544622,1035,19
6,3859838,4816,8
7,4925217,133,5
8,4329162,9879,31
9,6456486,646,11
0,4016513,474,9
1,4032811,508,16
2,3614487,466,19
3,3662379,111,5
4,6448352,954,29
5,4543757,1033,19
6,3859270,4831,8
7,4925298,133,5
8,4328973,9879,31
9,6457162,679,11
0,4014486,461,9
1,4033460,516,16
2,3614378,461,19
3,3661946,106,4
4,6450433,956,29
5,4543459,1024,19
6,3859162,4829,8
7,4925189,132,5
8,4329270,9877,31
9,6456676,626,11
0,4015324,467,9
1,4039648,510,16
2,3614189,458,19
3,3662298,110,5
4,6450514,957,29
5,4545459,1029,19
6,3859784,4825,8
7,4925324,116,5
8,4328757,9877,31
9,6456432,644,11
0,4021595,547,9
1,4046487,546,16
2,3616243,511,19
3,3662541,117,5
4,6451216,973,29
5,4548378,1083,19
6,3859432,4853,8
7,4925567,135,5
8,4329189,9885,31
9,6460459,947,11
0,4020567,543,9
1,4040973,537,16
2,3615487,477,19
3,3662405,114,5
4,6450406,962,29
5,4545189,1040,19
6,3860378,4852,8
7,4926054,136,5
8,4329297,9880,31
9,6457216,735,11
0,4015595,476,9
1,4038135,530,17
2,3614541,469,19
3,3664973,116,4
4,6450217,957,29
5,4543703,1032,19
6,3859729,4846,8
7,4925243,115,5
8,4328892,9880,31
9,6456676,640,11
0,4016568,486,9
1,4034513,518,16
2,3614784,474,19
3,3662162,113,5
4,6449946,955,29
5,4544676,1046,19
6,3859838,4852,8
7,4925622,135,5
8,4328973,9877,31
9,6457109,672,11
0,4015757,485,9
1,4036784,512,16
2,3614919,478,19
3,3662243,111,5
4,6449459,957,29
5,4543594,1048,19
6,3859892,4850,8
7,4925460,133,5
8,4328973,9879,31
9,6457000,659,11
0,4014298,463,9
1,4042675,518,16
2,3614189,454,19
3,3662324,109,4
4,6453243,954,29
5,4544109,1045,19
6,3859081,4853,8
7,4925460,119,5
8,4328946,9875,31
9,6458865,709,11
0,4015297,470,9
1,4040379,516,16
2,3614297,463,19
3,3662486,108,4
4,6450811,965,29
5,4545892,1064,19
6,3859487,4854,8
7,4925325,130,5
8,4329054,9876,31
9,6456838,638,11
0,4014811,465,9
1,4041649,524,16
2,3615108,468,19
3,3662297,111,4
4,6451216,966,29
5,4546189,1056,19
6,3859540,4841,8
7,4925298,114,5
8,4328973,9874,31
9,6458595,673,11
0,4021595,567,9
1,4044405,560,16
2,3665298,495,19
3,3662514,116,5
4,6450352,979,29
5,4550244,1103,19
6,3860000,4855,8
7,4925838,141,5
8,4329135,9886,31
9,6460567,952,11
0,4020514,534,9
1,4036918,521,16
2,3614541,471,19
3,3662622,113,4
4,6450000,963,29
5,4544919,1039,19
6,3859432,4827,8
7,4925973,136,5
8,4329324,9877,31
9,6459162,733,11
0,4015027,472,9
1,4039135,528,16
2,3614324,461,19
3,3662540,114,4
4,6449838,949,29
5,4545244,1028,19
6,3859297,4830,8
7,4925513,134,5
8,4328757,9877,31
9,6458649,685,11
0,4014622,474,9
1,4040838,519,17
2,3664757,466,19
3,3662459,110,5
4,6448027,944,29
5,4543270,1041,19
6,3860298,4848,8
7,4925189,129,5
8,4328892,9877,31
9,6458432,668,11
0,4015973,481,9
1,4034081,508,16
2,3614568,468,19
3,3662027,109,5
4,6452756,955,29
5,4543027,1041,19
6,3859919,4844,8
7,4925703,119,5
8,4328946,9878,31
9,6457135,725,11
0,4014324,468,9
1,4040595,513,16
2,3614595,471,19
3,3662243,109,4
4,6449081,950,29
5,4546486,1046,19
6,3859865,4828,8
7,4925513,133,5
8,4329108,9878,31
9,6458621,690,11
0,4015648,474,9
1,4037649,510,16
2,3614216,464,19
3,3662081,107,4
4,6450622,952,29
5,4543838,1037,19
6,3859811,4821,8
7,4925595,131,5
8,4329189,9878,31
9,6458892,693,11
0,4015622,463,9
1,4034378,517,16
2,3614621,464,19
3,3662270,108,4
4,6448108,945,29
5,4543837,1037,19
6,3859486,4823,8
7,4925378,113,5
8,4329135,9881,31
9,6457541,686,11
0,4020298,550,9
1,4044486,552,16
2,3616135,503,19
3,3663027,118,4
4,6450838,978,29
5,4548595,1095,19
6,3860054,4834,8
7,4925676,140,5
8,4329216,9884,31
9,6461081,942,11
0,4020054,538,9
1,4033568,538,16
2,3614405,465,19
3,3662379,116,4
4,6449567,952,29
5,4545352,1055,19
6,3860379,4828,8
7,4925405,132,5
8,4329433,9880,31
9,6458945,711,11
0,4015540,477,9
1,4044757,523,16
2,3664243,465,19
3,3662405,117,4
4,6452162,955,29
5,4544027,1035,19
6,3859973,4846,8
7,4925243,135,5
8,4328973,9873,31
9,6456919,668,11
0,4015487,472,9
1,4032270,509,16
2,3614243,463,19
3,3662271,109,4
4,6449190,939,29
5,4543325,1048,19
6,3859567,4851,8
7,4925297,133,5
8,4329054,9875,31
9,6457162,685,11
0,4014351,456,9
1,4039567,518,16
2,3614567,463,19
3,3662298,110,5
4,6450649,952,29
5,4543810,1045,19
6,3860190,4845,8
7,4925108,116,5
8,4328838,9876,31
9,6456973,686,11
0,4016729,476,9
1,4040352,517,16
2,3615271,472,19
3,3662325,108,5
4,6448000,951,29
5,4543406,1035,19
6,3860378,4844,8
7,4925595,134,5
8,4328838,9879,31
9,6458973,704,11
0,4014027,452,9
1,4038324,516,16
2,3614865,468,19
3,3662541,112,4
4,6448243,946,29
5,4545729,1048,19
6,3858514,4847,8
7,4925594,117,5
8,4329081,9877,31
9,6456676,637,11
0,4016243,478,9
1,4036217,512,16
2,3614243,463,19
3,3662270,113,5
4,6449432,953,29
5,4545676,1055,19
6,3860054,4843,8
7,4925649,119,5
8,4328703,9878,31
9,6457460,682,11
0,4022892,575,9
1,4044378,552,16
2,3616676,513,19
3,3662433,122,5
4,6454838,987,29
5,4548135,1101,19
6,3859784,4845,8
7,4925621,141,5
8,4329108,9890,31
9,6461513,969,11
0,4019000,523,9
1,4037000,531,16
2,3614892,481,19
3,3662540,112,5
4,6449108,964,29
5,4545243,1055,19
6,3860054,4846,8
7,4925298,131,5
8,4329379,9881,31
9,6458459,634,11
0,4017702,503,9
1,4040405,522,16
2,3615000,481,19
3,3662216,110,4
4,6450783,965,29
5,4544487,1041,19
6,3859811,4851,8
7,4925730,134,5
8,4328892,9882,31
9,6458541,645,11
0,4014297,460,9
1,4033108,516,16
2,3615621,472,19
3,3662486,109,5
4,6448865,955,29
5,4544378,1054,19
6,3859297,4836,8
7,4925352,118,5
8,4328864,9878,31
9,6457378,624,11
0,4016081,484,9
1,4033270,524,16
2,3664946,468,19
3,3662325,109,5
4,6450487,946,29
5,4546460,1060,19
6,3859595,4846,8
7,4925432,121,5
8,4329027,9880,31
9,6457189,644,11
0,4016406,482,9
1,4032946,528,16
2,3614514,462,19
3,3662378,112,4
4,6451136,948,29
5,4545595,1058,19
6,3859487,4844,8
7,4925621,137,5
8,4329243,9875,31
9,6457189,708,11
0,4014351,466,9
1,4034649,521,16
2,3615162,464,19
3,3662298,110,5
4,6450325,956,29
5,4545487,1055,19
6,3859405,4836,8
7,4925270,133,5
8,4329108,9874,31
9,6457027,674,11
0,4015595,470,9
1,4043621,520,16
2,3614838,462,19
3,3662595,109,4
4,6450406,955,29
5,4545487,1059,19
6,3859135,4842,8
7,4925162,132,5
8,4329325,9878,31
9,6456865,643,11
0,4023378,563,9
1,4046972,566,16
2,3666459,519,19
3,3662729,119,4
4,6451756,986,29
5,4547432,1090,19
6,3859649,4836,8
7,4925919,137,5
8,4328973,9893,31
9,6461054,1003,11
0,4018136,524,9
1,4041486,537,16
2,3615108,485,19
3,3662594,109,4
4,6449676,961,29
5,4546217,1050,19
6,3859270,4838,8
7,4925297,131,5
8,4329189,9881,31
9,6457243,685,11
0,4016081,475,9
1,4041460,513,16
2,3614865,471,19
3,3662514,111,4
4,6448946,957,29
5,4546540,1042,19
6,3859622,4827,8
7,4925865,135,5
8,4328892,9881,31
9,6457108,646,11
0,4013243,459,9
1,4038865,526,16
2,3613918,459,19
3,3662432,109,4
4,6449784,954,29
5,4544568,1045,19
6,3860108,4827,8
7,4925406,115,5
8,4329163,9881,31
9,6456756,660,11
0,4013324,458,9
1,4034919,518,16
2,3614513,460,19
3,3662243,109,5
4,6448514,944,29
5,4546055,1050,19
6,3859757,4827,8
7,4925594,134,5
8,4328892,9881,31
9,6456784,655,11
0,4015676,466,9
1,4038784,524,16
2,3664622,468,19
3,3662649,108,4
4,6450459,958,29
5,4546459,1057,19
6,3860189,4827,8
7,4925676,116,5
8,4328676,9877,31
9,6456513,612,11
0,4014054,459,9
1,4035621,512,16
2,3614405,466,19
3,3662514,109,4
4,6450621,949,29
5,4546081,1045,19
6,3859540,4828,8
7,4925540,121,5
8,4328810,9877,31
9,6456973,620,11
0,4014379,467,9
1,4038649,525,16
2,3663757,465,19
3,3664675,109,4
4,6450595,943,29
5,4545081,1045,19
6,3860352,4826,8
7,4925459,133,5
8,4329270,9876,31
9,6456756,598,11
0,4020676,538,9
1,4042459,549,16
2,3616109,502,19
3,3662675,115,5
4,6450406,966,29
5,4549243,1104,19
6,3860757,4831,8
7,4925189,136,5
8,4329162,9886,31
9,6460324,892,11
0,4020892,538,9
1,4039054,530,16
2,3615108,471,19
3,3662730,116,4
4,6452729,952,29
5,4544216,1058,19
6,3859649,4831,8
7,4925568,135,5
8,4328838,9879,31
9,6457135,696,11
0,4017568,478,9
1,4044189,514,16
2,3614486,463,19
3,3662865,112,5
4,6450244,957,29
5,4542486,1039,19
6,3860378,4828,8
7,4925054,114,5
8,4328919,9878,31
9,6458405,627,11
0,4013892,455,9
1,4037244,520,16
2,3614189,454,19
3,3662568,112,4
4,6447568,936,29
5,4545973,1045,19
6,3859649,4823,8
7,4925486,133,5
8,4328838,9875,31
9,6458568,677,11
0,4013946,463,9
1,4043352,518,16
2,3614486,455,19
3,3664919,110,5
4,6449351,948,29
5,4546027,1042,19
6,3859541,4830,8
7,4925783,135,5
8,4328973,9873,31
9,6458649,711,11
0,4014783,459,9
1,4032756,526,16
2,3614892,460,19
3,3662567,110,4
4,6448649,940,29
5,4545595,1047,19
6,3859324,4824,8
7,4925568,115,5
8,4329513,9874,31
9,6456649,664,11
0,4015054,464,9
1,4040351,516,16
2,3663811,452,19
3,3662351,109,5
4,6448351,949,29
5,4545838,1048,19
6,3859864,4837,8
7,4925568,131,5
8,4329351,9879,31
9,6457405,680,11
0,4014405,457,9
1,4042892,527,16
2,3613892,451,19
3,3662460,111,4
4,6449135,953,29
5,4544081,1041,19
6,3859243,4825,8
7,4925594,131,5
8,4329162,9879,31
9,6457216,715,11
0,4021297,558,9
1,4037756,550,16
2,3616865,507,19
3,3664946,117,4
4,6450108,961,29
5,4548082,1107,19
6,3859972,4837,8
7,4925486,141,5
8,4329270,9892,31
9,6459189,958,11
0,4019865,537,9
1,4038081,524,16
2,3614432,458,19
3,3662486,111,5
4,6449000,949,29
5,4545514,1071,19
6,3859648,4836,8
7,4925541,135,5
8,4329000,9883,31
9,6457838,659,11
0,4015730,483,9
1,4040810,531,16
2,3614298,462,19
3,3662432,112,4
4,6451352,966,29
5,4546109,1050,19
6,3859487,4831,8
7,4925675,136,5
8,4329162,9885,31
9,6457379,701,11
0,4014513,465,9
1,4038486,526,16
2,3664297,457,19
3,3662514,112,4
4,6449297,952,29
5,4545784,1055,19
6,3859838,4843,8
7,4925000,114,5
8,4328595,9877,31
9,6457595,777,11
0,4015865,478,9
1,4037054,527,16
2,3614352,450,19
3,3661946,110,5
4,6450784,951,29
5,4545568,1061,19
6,3859433,4814,8
7,4925919,134,5
8,4329054,9878,31
9,6457244,761,11
0,4014433,458,9
1,4032540,525,16
2,3664000,455,19
3,3662081,110,5
4,6450405,947,29
5,4547946,1062,19
6,3859325,4827,8
7,4925486,132,5
8,4328946,9876,31
9,6457757,726,11
0,4014486,465,9
1,4038838,523,16
2,3614649,471,19
3,3662027,111,4
4,6450081,955,29
5,4546919,1057,19
6,3860108,4842,8
7,4925459,118,5
8,4329189,9873,31
9,6457297,676,11
0,4014000,459,9
1,4037189,533,16
2,3614297,454,19
3,3661946,109,4
4,6448217,946,29
5,4546432,1060,19
6,3859757,4828,8
7,4925486,118,5
8,4328811,9876,31
9,6457405,674,11
0,4024702,573,9
1,4046298,570,16
2,3616892,513,19
3,3662757,119,4
4,6452541,987,29
5,4550054,1117,19
6,3859702,4834,8
7,4925756,146,5
8,4328946,9882,31
9,6460946,988,11
0,4020297,536,9
1,4040756,549,16
2,3615352,476,19
3,3662838,116,4
4,6449351,948,29
5,4545865,1063,19
6,3860243,4830,8
7,4925271,133,5
8,4328622,9878,31
9,6458703,724,11
0,4013730,471,9
1,4040244,539,16
2,3615027,466,19
3,3664649,114,4
4,6450757,952,29
5,4545243,1047,19
6,3860081,4832,8
7,4925000,121,5
8,4329054,9879,31
9,6457757,750,11
0,4014730,469,9
1,4039595,535,16
2,3614486,463,19
3,3662784,114,4
4,6449648,958,29
5,4544325,1048,19
6,3860054,4844,8
7,4925783,119,5
8,4329081,9880,31
9,6456756,643,11
0,4014135,466,9
1,4034810,521,16
2,3615000,463,19
3,3662270,113,4
4,6450216,963,29
5,4545648,1048,19
6,3859595,4831,8
7,4925513,133,5
8,4329432,9880,31
9,6456892,632,11
0,4014054,457,9
1,4035946,520,16
2,3613973,453,19
3,3662351,109,4
4,6448108,949,29
5,4544108,1046,19
6,3859730,4842,8
7,4925271,132,5
8,4329027,9883,31
9,6456486,594,11
0,4015757,466,9
1,4033568,513,16
2,3614459,465,19
3,3661973,108,4
4,6449865,959,29
5,4545702,1046,19
6,3859432,4825,8
7,4925297,112,5
8,4328649,9882,31
9,6456568,623,11
0,4015135,461,9
1,4034784,515,16
2,3614217,461,19
3,3662351,108,4
4,6450540,954,29
5,4546189,1048,19
6,3859432,4822,8
7,4925108,115,5
8,4329163,9882,31
9,6456892,622,11
0,4023190,574,9
1,4037703,553,16
2,3616487,500,19
3,3663190,121,4
4,6452594,992,29
5,4549595,1095,19
6,3859217,4835,8
7,4925000,121,5
8,4329081,9881,31
9,6461297,1000,11
0,4021270,540,9
1,4041568,531,16
2,3615055,469,19
3,3662594,112,4
4,6450595,970,29
5,4546054,1057,19
6,3860054,4828,8
7,4925081,115,5
8,4329379,9877,31
9,6459757,740,11
0,4016081,480,9
1,4036027,524,16
2,3614973,459,19
3,3662622,114,5
4,6450351,958,29
5,4545406,1042,19
6,3860162,4845,8
7,4925595,116,5
8,4329243,9878,31
9,6459324,730,11
0,4014244,457,9
1,4034784,530,16
2,3613973,453,19
3,3664811,110,4
4,6449730,952,29
5,4545081,1054,19
6,3859217,4829,8
7,4925406,114,5
8,4328973,9878,31
9,6458973,683,11
0,4015324,465,9
1,4039216,512,16
2,3614433,459,19
3,3662514,113,4
4,6449270,954,29
5,4546622,1061,19
6,3860162,4830,8
7,4925513,117,5
8,4329108,9879,31
9,6457568,693,11
0,4015297,471,9
1,4037973,526,16
2,3613838,457,19
3,3662757,112,5
4,6449919,960,29
5,4546459,1054,19
6,3859513,4841,8
7,4925541,115,5
8,4328919,9877,31
9,6458757,681,11
0,4015162,468,9
1,4038000,520,16
2,3613892,453,19
3,3662460,111,5
4,6451298,966,29
5,4545297,1060,19
6,3860109,4852,8
7,4925487,120,5
8,4328568,9876,31
9,6457487,716,11
0,4012649,451,9
1,4042676,525,16
2,3613865,454,19
3,3662108,110,4
4,6449946,962,29
5,4547108,1052,19
6,3859459,4855,8
7,4925135,116,5
8,4329000,9879,31
9,6456973,672,11
0,4022243,583,9
1,4041567,573,16
2,3616297,511,19
3,3662892,121,5
4,6451649,996,29
5,4548324,1096,19
6,3860271,4864,8
7,4925000,126,5
8,4329027,9890,31
9,6461000,957,11
0,4019541,534,9
1,4035676,540,16
2,3614757,460,19
3,3662135,108,5
4,6449000,952,29
5,4546216,1061,19
6,3859703,4854,8
7,4925243,112,5
8,4329541,9878,31
9,6458784,701,11
0,4017108,505,9
1,4038838,526,16
2,3614405,463,19
3,3662027,109,4
4,6449217,959,29
5,4545190,1037,19
6,3859676,4846,8
7,4925351,118,5
8,4328784,9879,31
9,6457541,652,11
0,4015513,472,9
1,4045730,537,16
2,3614351,462,19
3,3661946,106,5
4,6450108,950,29
5,4544892,1040,19
6,3859540,4844,8
7,4925514,131,5
8,4329000,9878,31
9,6457568,688,11
0,4014622,467,9
1,4039811,532,16
2,3614352,465,19
3,3662190,112,4
4,6450919,951,29
5,4544459,1040,19
6,3859973,4842,8
7,4925405,130,5
8,4328541,9881,31
9,6458892,662,11
0,4015757,469,9
1,4041648,531,16
2,3614325,468,19
3,3662784,113,4
4,6450730,956,29
5,4543297,1030,19
6,3859595,4839,8
7,4925351,114,5
8,4328865,9881,31
9,6456676,599,11
0,4014675,466,9
1,4036162,529,16
2,3615108,467,19
3,3662541,112,5
4,6448703,958,29
5,4542514,1029,19
6,3859541,4841,8
7,4924946,114,5
8,4328838,9878,31
9,6457081,652,11
0,4014622,468,9
1,4037946,524,16
2,3614594,461,19
3,3664324,112,4
4,6451217,951,29
5,4544567,1031,19
6,3859865,4825,8
7,4925405,134,5
8,4329027,9878,31
9,6457108,655,11
0,4021946,570,9
1,4044108,555,16
2,3615892,498,19
3,3662810,125,4
4,6451000,981,29
5,4547514,1091,19
6,3860000,4850,8
7,4925486,138,5
8,4328892,9879,31
9,6460621,938,11
0,4019811,539,9
1,4044811,545,16
2,3614621,466,19
3,3662567,116,4
4,6448648,957,29
5,4544162,1040,19
6,3859621,4818,8
7,4925594,117,5
8,4329081,9880,31
9,6457189,709,11
0,4015784,474,9
1,4034919,526,16
2,3614541,467,19
3,3662757,113,5
4,6449055,948,29
5,4545162,1044,19
6,3859622,4845,8
7,4925622,130,5
8,4328729,9876,31
9,6457243,727,11
0,4015487,467,9
1,4036406,521,16
2,3614432,460,19
3,3662243,115,5
4,6446568,938,29
5,4544973,1039,19
6,3859622,4830,8
7,4925541,133,5
8,4328892,9876,31
9,6458027,685,11
0,4015703,464,9
1,4033190,528,16
2,3614054,458,19
3,3662460,113,5
4,6448568,946,29
5,4543865,1026,19
6,3859622,4843,8
7,4925216,117,5
8,4328919,9879,31
9,6457324,717,11
0,4013757,459,9
1,4043946,527,17
2,3614054,456,19
3,3662243,112,5
4,6448081,941,29
5,4543811,1037,19
6,3859325,4831,8
7,4925621,117,5
8,4328703,9879,31
9,6457675,718,11
0,4014865,457,9
1,4044648,524,16
2,3614189,463,19
3,3662405,114,5
4,6448000,940,29
5,4543297,1028,19
6,3859946,4846,8
7,4924973,116,5
8,4328838,9881,31
9,6457378,721,11
0,4015162,462,9
1,4041486,535,16
2,3664784,463,19
3,3662297,110,4
4,6448675,945,29
5,4542487,1032,19
6,3859405,4851,8
7,4925351,116,5
8,4329027,9880,31
9,6457540,687,11
0,4021892,564,9
1,4045540,568,16
2,3666783,511,19
3,3663027,125,4
4,6450189,973,29
5,4545514,1074,19
6,3860217,4857,8
7,4925594,137,5
8,4328649,9884,31
9,6460108,1068,11
0,4019757,539,9
1,4037865,537,16
2,3614865,471,19
3,3662135,110,4
4,6447540,937,29
5,4545054,1046,19
6,3860054,4837,8
7,4925541,131,5
8,4329298,9877,31
9,6458865,708,11
0,4016433,489,9
1,4041405,528,16
2,3615000,461,19
3,3662108,113,5
4,6448351,939,29
5,4543675,1027,19
6,3859865,4837,8
7,4925243,132,5
8,4329297,9875,31
9,6457297,667,11
0,4014676,466,9
1,4041432,529,16
2,3614810,463,19
3,3664325,113,5
4,6449459,945,29
5,4542351,1030,19
6,3859621,4841,8
7,4925243,117,5
8,4329163,9880,31
9,6457649,698,11
0,4015432,472,9
1,4038595,524,16
2,3615540,466,19
3,3662568,116,4
